GID_OBJET,TYPE_ANOMALIE,SEVERITE,DATE_DETECTION_parsed,DATE_HS,DELAI_JOURS,DELAI_ANNEES,MATERIAU
410505913,FUITE_SIGNAL_TR,CRITIQUE,1995-07-12,2019-02-14 00:00:00,8618.0,23.59479808350445,FTG
410016568,FUITE_SIGNAL_TR,CRITIQUE,1995-08-08,2006-08-17 15:13:47,4027.0,11.025325119780971,FT
410025183,FUITE_SIGNAL_TR,CRITIQUE,1995-02-18,2013-12-01 00:00:00,6861.0,18.784394250513348,FTG
410015300,FUITE_SIGNAL_TR,CRITIQUE,1995-01-04,2016-12-10 00:00:00,8011.0,21.932922655715263,FTG
410024450,FUITE_SIGNAL_TR,CRITIQUE,1994-11-14,2021-05-26 00:00:00,9690.0,26.529774127310063,FT
410024546,FUITE_SIGNAL_TR,CRITIQUE,1994-11-04,2005-11-10 14:51:19,4024.0,11.017111567419576,FTG
410006182,FUITE_SIGNAL_TR,CRITIQUE,1995-07-18,2016-01-25 00:00:00,7496.0,20.522929500342233,FTG
410003307,FUITE_SIGNAL_TR,CRITIQUE,1995-07-19,2004-10-07 15:55:31,3368.0,9.221081451060916,FTG
410018294,FUITE_SIGNAL_TR,CRITIQUE,1995-09-02,2019-12-20 00:00:00,8875.0,24.298425735797398,FTG
410000764,FUITE_SIGNAL_TR,CRITIQUE,1995-08-11,2022-02-09 00:00:00,9679.0,26.49965776865161,FTG
410136099,FUITE_SIGNAL_TR,CRITIQUE,1994-11-15,2004-12-20 11:37:06,3688.0,10.097193702943189,FTG
410001003,FUITE_SIGNAL_TR,CRITIQUE,1994-11-15,2004-07-22 14:44:05,3537.0,9.683778234086242,FTG
410001105,FUITE_SIGNAL_TR,CRITIQUE,1994-11-01,2005-01-01 00:00:00,3714.0,10.168377823408624,FTG
410001896,FUITE_SIGNAL_TR,CRITIQUE,1994-10-08,2005-02-24 15:17:00,3792.0,10.381930184804927,FTG
410001966,FUITE_SIGNAL_TR,CRITIQUE,1995-01-05,2005-11-16 08:56:45,3968.0,10.863791923340179,FTG
410001522,FUITE_SIGNAL_TR,CRITIQUE,1994-11-29,2019-04-08 00:00:00,8896.0,24.355920602327174,FTG
410001198,FUITE_SIGNAL_TR,CRITIQUE,1994-10-19,2005-02-24 08:47:20,3781.0,10.351813826146476,FTG
410062048,FUITE_SIGNAL_TR,CRITIQUE,1994-10-25,2011-01-31 08:35:33,5942.0,16.268309377138944,FTG
410008520,FUITE_SIGNAL_TR,CRITIQUE,1995-03-31,2010-01-01 00:00:00,5390.0,14.757015742642025,POLY
410008520,FUITE_SIGNAL_TR,CRITIQUE,1995-03-08,2010-01-01 00:00:00,5413.0,14.819986310746064,POLY
410008520,FUITE_SIGNAL_TR,CRITIQUE,1994-10-19,2010-01-01 00:00:00,5553.0,15.203285420944558,POLY
410008731,FUITE_SIGNAL_TR,CRITIQUE,1995-02-02,2019-09-18 00:00:00,8994.0,24.62422997946612,FT
410817999,FUITE_SIGNAL_TR,CRITIQUE,1995-01-10,2016-01-01 00:00:00,7661.0,20.974674880219027,FT
410001023,FUITE_SIGNAL_TR,CRITIQUE,1994-12-10,2015-07-06 00:00:00,7513.0,20.569472963723477,FTG
410017927,FUITE_SIGNAL_TR,CRITIQUE,1994-12-27,2019-09-05 00:00:00,9018.0,24.689938398357288,FTG
410017927,FUITE_SIGNAL_TR,CRITIQUE,1994-12-27,2019-09-05 00:00:00,9018.0,24.689938398357288,FTG
410011324,FUITE_SIGNAL_TR,CRITIQUE,1994-11-09,2009-10-02 13:48:09,5441.0,14.896646132785763,FTG
410012314,FUITE_SIGNAL_TR,CRITIQUE,1995-03-08,2005-07-20 11:17:28,3787.0,10.368240930869268,FTG
410003206,FUITE_SIGNAL_TR,CRITIQUE,1994-12-26,2016-01-19 00:00:00,7694.0,21.065023956194388,FTG
410001713,FUITE_SIGNAL_TR,CRITIQUE,1995-04-19,2011-09-22 09:11:55,6000.0,16.427104722792606,FTG
410003881,FUITE_SIGNAL_TR,CRITIQUE,1995-03-01,2007-11-30 11:24:59,4657.0,12.750171115674195,FTG
410813309,FUITE_SIGNAL_TR,CRITIQUE,1994-09-16,2019-11-07 00:00:00,9183.0,25.141683778234086,FTG
410813309,FUITE_SIGNAL_TR,CRITIQUE,1994-09-19,2019-11-07 00:00:00,9180.0,25.13347022587269,FTG
410003651,FUITE_SIGNAL_TR,CRITIQUE,1994-12-29,2004-11-22 10:23:49,3616.0,9.900068446269678,FTG
410004448,FUITE_SIGNAL_TR,CRITIQUE,1995-03-20,2009-10-27 08:57:44,5335.0,14.60643394934976,FTG
410004498,FUITE_SIGNAL_TR,CRITIQUE,1995-01-09,2005-01-01 00:00:00,3645.0,9.979466119096509,FTG
410019280,FUITE_SIGNAL_TR,CRITIQUE,1995-03-22,2011-01-05 15:04:17,5768.0,15.791923340177961,FTG
410015662,FUITE_SIGNAL_TR,CRITIQUE,1994-12-27,2006-08-10 13:46:47,4244.0,11.619438740588638,FTG
410014240,FUITE_SIGNAL_TR,CRITIQUE,1995-02-08,2013-02-28 11:31:18,6595.0,18.05612594113621,FTG
410015301,FUITE_SIGNAL_TR,CRITIQUE,1995-01-05,2016-12-10 00:00:00,8010.0,21.930184804928132,FTG
410016224,FUITE_SIGNAL_TR,CRITIQUE,1995-01-06,2010-11-19 08:52:26,5796.0,15.868583162217659,FTG
410017120,FUITE_SIGNAL_TR,CRITIQUE,1995-01-12,2004-01-01 00:00:00,3276.0,8.969199178644764,FTG
410013196,FUITE_SIGNAL_TR,CRITIQUE,1994-12-30,2016-05-19 00:00:00,7811.0,21.385352498288842,FTG
410016657,FUITE_SIGNAL_TR,CRITIQUE,1994-12-22,2006-04-05 13:42:04,4122.0,11.285420944558522,FTG
410016521,FUITE_SIGNAL_TR,CRITIQUE,1994-09-13,2005-06-06 14:07:51,3919.0,10.729637234770705,FTG
410523376,FUITE_SIGNAL_TR,CRITIQUE,1994-10-18,2010-11-19 08:56:23,5876.0,16.087611225188226,FTG
410011247,FUITE_SIGNAL_TR,CRITIQUE,1995-04-06,2016-12-07 00:00:00,7916.0,21.672826830937716,FTG
410011606,FUITE_SIGNAL_TR,CRITIQUE,1995-06-09,2012-11-21 16:09:20,6375.0,17.453798767967147,FTG
410010020,FUITE_SIGNAL_TR,CRITIQUE,1995-04-25,2020-11-23 00:00:00,9344.0,25.582477754962355,FTG
410010020,FUITE_SIGNAL_TR,CRITIQUE,1995-04-25,2020-11-23 00:00:00,9344.0,25.582477754962355,FTG
410505913,FUITE_SIGNAL_TR,CRITIQUE,1995-05-12,2019-02-14 00:00:00,8679.0,23.761806981519506,FTG
410008716,FUITE_SIGNAL_TR,CRITIQUE,1995-07-13,2019-10-03 00:00:00,8848.0,24.22450376454483,FTG
410523034,FUITE_SIGNAL_TR,CRITIQUE,1995-03-28,2015-06-09 00:00:00,7378.0,20.199863107460644,FTG
410001591,FUITE_SIGNAL_TR,CRITIQUE,1995-07-01,2011-12-09 10:09:32,6005.0,16.44079397672827,FTG
410003652,FUITE_SIGNAL_TR,CRITIQUE,1995-06-30,2004-11-22 10:24:18,3433.0,9.399041752224504,FTG
410015002,FUITE_SIGNAL_TR,CRITIQUE,1995-12-09,2015-08-05 00:00:00,7179.0,19.655030800821354,FTG
410015450,FUITE_SIGNAL_TR,CRITIQUE,1995-12-11,2006-04-24 14:57:48,3787.0,10.368240930869268,FTG
410026833,FUITE_SIGNAL_TR,CRITIQUE,1995-11-08,2011-05-16 15:48:33,5668.0,15.51813826146475,FTG
410000838,FUITE_SIGNAL_TR,CRITIQUE,1995-12-22,2005-06-08 09:40:32,3456.0,9.462012320328542,FTG
410921274,FUITE_SIGNAL_TR,CRITIQUE,1996-01-10,2022-11-25 00:00:00,9816.0,26.874743326488705,FTG
410033902,FUITE_SIGNAL_TR,CRITIQUE,1996-01-17,2024-03-01 00:00:00,10271.0,28.12046543463381,POLY
410027143,FUITE_SIGNAL_TR,CRITIQUE,1996-01-18,2009-01-01 00:00:00,4732.0,12.955509924709103,FTG
410831686,FUITE_SIGNAL_TR,CRITIQUE,1995-09-14,2018-12-31 00:00:00,8509.0,23.29637234770705,FTG
410036768,FUITE_SIGNAL_TR,CRITIQUE,1995-06-23,2013-07-01 00:00:00,6583.0,18.023271731690624,FTG
410128605,FUITE_SIGNAL_TR,CRITIQUE,1995-07-03,2006-11-03 14:42:59,4141.0,11.33744010951403,FTG
410078172,FUITE_SIGNAL_TR,CRITIQUE,1995-02-01,2003-01-01 00:00:00,2891.0,7.915126625598905,FTG
410035337,FUITE_SIGNAL_TR,CRITIQUE,1995-01-09,2007-08-01 15:28:14,4587.0,12.558521560574949,FTG
410035109,FUITE_SIGNAL_TR,CRITIQUE,1995-01-11,2004-02-11 11:56:45,3318.0,9.084188911704311,FTG
410033808,FUITE_SIGNAL_TR,CRITIQUE,1995-02-15,2019-06-03 00:00:00,8874.0,24.295687885010267,FT
410031665,FUITE_SIGNAL_TR,CRITIQUE,1995-08-28,2016-10-20 00:00:00,7724.0,21.14715947980835,FTG
410517776,FUITE_SIGNAL_TR,CRITIQUE,1995-08-31,2021-12-17 00:00:00,9605.0,26.297056810403834,FTG
410505905,FUITE_SIGNAL_TR,CRITIQUE,1996-03-11,2005-01-01 00:00:00,3218.0,8.810403832991103,FTG
410015724,FUITE_SIGNAL_TR,CRITIQUE,1996-01-19,2006-05-23 14:58:12,3777.0,10.340862422997947,FTG
410008731,FUITE_SIGNAL_TR,CRITIQUE,1996-01-23,2019-09-18 00:00:00,8639.0,23.652292950034223,FT
410015820,FUITE_SIGNAL_TR,CRITIQUE,1995-12-14,2004-01-01 00:00:00,2940.0,8.049281314168377,FT
410087676,FUITE_SIGNAL_TR,CRITIQUE,1996-01-18,2006-03-03 15:43:15,3697.0,10.121834360027378,FTG
410015574,FUITE_SIGNAL_TR,CRITIQUE,1996-01-25,2019-02-14 00:00:00,8421.0,23.055441478439427,FTG
410018822,FUITE_SIGNAL_TR,CRITIQUE,1995-05-31,2021-10-18 00:00:00,9637.0,26.38466803559206,FTG
410035152,FUITE_SIGNAL_TR,CRITIQUE,1995-08-11,2020-01-14 00:00:00,8922.0,24.427104722792606,FTG
410035152,FUITE_SIGNAL_TR,CRITIQUE,1995-07-13,2020-01-14 00:00:00,8951.0,24.50650239561944,FTG
410028629,FUITE_SIGNAL_TR,CRITIQUE,1995-11-24,2018-10-15 00:00:00,8361.0,22.8911704312115,FTG
410036095,FUITE_SIGNAL_TR,CRITIQUE,1995-09-20,2012-12-01 00:00:00,6282.0,17.19917864476386,FTG
410924046,FUITE_SIGNAL_TR,CRITIQUE,1995-08-17,2021-12-03 00:00:00,9605.0,26.297056810403834,FTG
410027548,FUITE_SIGNAL_TR,CRITIQUE,1996-02-13,2008-10-15 15:14:47,4628.0,12.670773442847365,FTG
410013223,FUITE_SIGNAL_TR,CRITIQUE,1996-02-09,2021-07-28 00:00:00,9301.0,25.464750171115675,FTG
410015345,FUITE_SIGNAL_TR,CRITIQUE,1996-02-14,2004-12-29 09:48:17,3241.0,8.873374401095141,FTG
410001227,FUITE_SIGNAL_TR,CRITIQUE,1996-02-08,2005-01-01 00:00:00,3250.0,8.898015058179329,FTG
410060792,FUITE_SIGNAL_TR,CRITIQUE,1996-02-02,2011-08-05 16:04:19,5663.0,15.50444900752909,POLY
410001927,FUITE_SIGNAL_TR,CRITIQUE,1996-02-07,2022-04-12 00:00:00,9561.0,26.17659137577002,FTG
410003917,FUITE_SIGNAL_TR,CRITIQUE,1996-02-09,2007-11-30 11:27:40,4312.0,11.80561259411362,FTG
410803715,FUITE_SIGNAL_TR,CRITIQUE,1995-09-11,2013-01-08 14:41:27,6329.0,17.32785763175907,FT
410011919,FUITE_SIGNAL_TR,CRITIQUE,1995-09-07,2016-02-25 00:00:00,7476.0,20.468172484599588,FTG
410852754,FUITE_SIGNAL_TR,CRITIQUE,1995-10-25,2020-07-28 00:00:00,9043.0,24.758384668035593,FT
410005894,FUITE_SIGNAL_TR,CRITIQUE,1995-11-05,2004-04-28 13:45:51,3097.0,8.479123887748118,FTG
410966916,FUITE_SIGNAL_TR,CRITIQUE,1995-11-05,2024-02-14 00:00:00,10328.0,28.27652292950034,FTG
410012612,FUITE_SIGNAL_TR,CRITIQUE,1995-10-13,2019-02-08 00:00:00,8519.0,23.32375085557837,FTG
410022031,FUITE_SIGNAL_TR,CRITIQUE,1995-11-07,2016-03-15 00:00:00,7434.0,20.35318275154004,FTG
410018821,FUITE_SIGNAL_TR,CRITIQUE,1995-10-23,2021-10-18 00:00:00,9492.0,25.987679671457904,FTG
410845205,FUITE_SIGNAL_TR,CRITIQUE,1995-11-12,2020-07-30 00:00:00,9027.0,24.71457905544148,FTG
